"GM_CODE","GM_NAAM","POSTCODE","DEK_PERC","OAD","STED","AANT_INW","AANT_MAN","AANT_VROUW","P_00_14_JR","P_15_24_JR","P_25_44_JR","P_45_64_JR","P_65_EO_JR","P_ONGEHUWD","P_GEHUWD","P_GESCHEID","P_VERWEDUW","BEV_DICHTH","AANTAL_HH","P_EENP_HH","P_HH_Z_K","P_HH_M_K","GEM_HH_GR","P_WEST_AL","P_N_W_AL","P_MAROKKO","P_ANT_ARU","P_SURINAM","P_TURKIJE","P_OVER_NW","WONINGEN","P_WONT2000","P_WONV2000","WOZ","P_KOOPWON","P_HUURWON","P_HUURCORP","P_HUUROVVH","P_HUKO_ONB","P_GAS_TOT","P_GAS_APP","P_GAS_TUS","P_GAS_HOEK","P_GAS_21K","P_GAS_VRY","P_GAS_ONB","P_STADVERW","P_ELEK_TOT","P_ELEK_APP","P_ELEK_TUS","P_ELEK_HOE","P_ELEK_21K","P_ELEK_VRY","P_ELEK_ONB","WWB_UITTOT","P_WWB_UIT","WWB_UITMUT","AGRA_BEDR","AGRA_MUT","P_GEWASSEN","P_VEETEELT","P_COMBI","AUTO_TOT","AUTO_HH","AUTO_LAND","BEDR_AUTO","MOTOR_2W","AF_ARTSPR","AV3_ARTSPR","AF_ZIEK_E","AV20ZIEK_E","AF_OPRITH","AF_KDV","AV3_KDV","AF_ONDVMB","AV5_ONDVMB","AF_ONDHV","AV5_ONDHV","AF_SUPERM","AV3_SUPERM","AF_RESTAU","AV3_RESTAU","AF_ZWEMB","AF_BIOS","AV10BIOS","AF_TREINST","OPP_TOT","OPP_LAND","OPP_WATER"
"GM0590","Papendrecht",-99999999,-99999999,1775,2,31855,15610,16240,18,11,26,28,17,40,48,7,5,3366,13495,28,34,38,2.3,8,7,1,1,2,1,3,13695,89,11,223,63,37,30,7,0,1600,1250,1600,1950,1900,2750,500,6,3350,2250,3650,3800,4500,4900,3000,320,27,17,10,-99999997,20,80,0,14420,1.1,1524,1575,985,0.8,6.7,6.4,10.1,1.6,1.1,3.3,1.2,2,1.3,2,0.7,6,1.1,13.1,1.6,5.1,1,6.5,1077,946,131
"GM0595","Reeuwijk",-99999999,-99999999,595,4,13060,6535,6525,19,12,23,30,16,41,49,5,5,342,5185,25,35,40,2.5,5,3,1,0,0,0,2,5195,91,9,371,66,33,21,13,1,2300,1550,1850,2200,2600,3600,2450,0,3800,2100,3500,3750,4300,4950,-99999997,50,10,-99999997,140,-3,33,66,1,6235,1.2,163,1095,575,1.3,1.5,5.1,4.9,1.7,2.4,1.4,4.5,3,4.6,2.9,0.7,2.6,1.7,3.8,5.4,5.4,1.8,5.2,5011,3824,1187
"GM0597","Ridderkerk",-99999999,-99999999,1677,2,44745,21725,23020,15,12,23,30,20,39,48,6,7,1886,19915,32,35,33,2.2,8,7,1,1,1,1,3,20335,91,9,216,52,48,39,9,0,1700,1200,1700,2100,2450,3400,-99999997,0,3300,2550,3550,3750,4150,4800,-99999997,490,27,13,75,1,84,9,7,21135,1.1,891,2970,1495,0.9,7.4,6,14.1,2.1,0.7,5.1,2,3.3,2.1,2.2,0.7,8.1,0.5,23,2.1,6.5,2.2,5.6,2510,2372,138
"GM0599","Rotterdam",-99999999,-99999999,3882,1,593050,291630,301420,16,14,31,24,14,53,31,10,5,2903,300185,48,23,29,2,11,37,7,4,9,8,10,290025,89,11,161,33,66,49,17,1,1250,1050,1450,1800,2600,3600,1100,15,2700,2300,3200,3500,4300,5000,-99999997,29350,114,6,85,4,49,51,0,202400,0.7,991,25915,10220,0.5,22.4,2.6,14.5,2,0.6,25.6,1.2,15,1.4,9.3,0.5,19.6,0.4,127,1.6,4.2,2.7,2.8,31930,20432,11498
"GM0600","Rozenburg",-99999999,-99999999,1188,3,12495,6235,6255,16,11,27,29,17,40,47,8,5,2763,5555,31,33,35,2.2,10,8,0,1,1,2,3,5630,96,4,186,53,47,41,5,0,1550,1100,1550,1900,2500,2850,1800,0,3450,2750,3600,3700,4000,4650,2950,160,31,20,0,-99999997,-99999997,-99999997,-99999997,5540,1,1226,695,490,0.9,2,12.6,4.9,1.4,1,1,1.2,1.2,4.9,0.6,0.5,3,0.5,8.1,1,11.8,0,4,650,452,198
"GM0603","Rijswijk",-99999999,-99999999,3062,1,46670,22015,24660,13,10,26,29,22,43,40,9,8,3319,23895,44,30,26,1.9,15,14,2,1,4,1,6,24340,96,4,209,45,55,36,19,0,1750,1600,2000,2350,3150,3700,2700,0,2750,2350,3650,3850,4650,4900,2350,930,43,7,20,-14,74,26,0,27135,1.1,1930,1790,1400,0.6,22.1,3.5,14.4,1.6,0.5,28.7,1.1,12.4,1.4,8.7,0.6,14.5,0.5,65.3,1.6,4.2,7.6,1.8,1450,1406,44
"GM0606","Schiedam",-99999999,-99999999,3355,1,75565,37120,38445,17,12,29,27,15,47,39,8,6,4191,35470,40,27,33,2.1,9,25,3,2,3,10,7,35560,88,12,162,49,51,37,14,0,1500,1350,1600,1900,2600,2700,1450,0,2850,2400,3400,3750,4400,4750,2550,1970,62,7,15,13,6,94,0,29400,0.8,1630,4215,1810,0.8,10.8,2.1,15.5,1.6,0.5,13.5,1.7,7.1,1.6,6.2,0.5,13.1,0.5,40.6,1.5,7,3,1.7,1989,1803,186
"GM0608","Schoonhoven",-99999999,-99999999,1083,3,11985,5895,6090,18,12,26,28,16,44,45,6,5,1910,5220,34,32,35,2.3,6,9,6,0,0,0,2,5085,92,8,247,57,42,33,9,1,1900,1300,1800,2100,2550,3200,-99999997,0,3250,2300,3200,3400,4300,4700,-99999997,140,31,17,10,0,8,83,8,4885,0.9,778,600,495,0.8,3.1,14.9,3,0.5,0.7,2.1,0.9,3,0.9,2,0.5,4.3,0.8,11,5.7,14.7,0,12.9,696,627,69
"GM0610","Sliedrecht",-99999999,-99999999,1594,2,24050,11785,12265,18,12,26,26,17,42,46,5,6,1878,10040,33,32,36,2.3,5,7,1,1,0,2,3,10190,92,8,203,53,47,40,7,0,1750,1300,1650,2050,2350,3000,2200,0,3100,2100,3350,3650,3800,4400,2750,260,28,15,10,-99999997,-99999997,-99999997,-99999997,10325,1,806,1490,640,0.7,7.4,1.4,5.2,1.6,1,2.1,1.2,2.8,3.9,1.7,0.6,5.1,0.8,10.3,2.2,10.6,0.3,1.9,1400,1281,120
"GM0611","Cromstrijen",-99999999,-99999999,643,4,12820,6375,6445,17,10,24,32,16,38,51,6,5,236,5365,25,36,38,2.4,5,2,0,0,0,0,1,5265,93,7,270,66,33,26,8,0,2100,1300,1700,2000,2150,2900,-99999997,0,3700,2600,3300,3500,4050,4650,-99999997,60,11,7,80,-1,79,13,8,6430,1.2,118,1035,550,1,2.3,18.9,1.9,1.6,1.3,1,3.2,0.9,11,0,0.9,1.6,0.8,6.5,1.2,21.9,0,18.6,7031,5436,1595
"GM0612","Spijkenisse",-99999999,-99999999,2151,2,72345,35500,36845,16,13,26,31,13,43,44,8,5,2777,31735,31,31,38,2.2,9,14,1,3,4,1,5,32185,93,7,176,54,46,41,5,0,1550,1150,1550,1900,2100,2700,-99999997,0,3450,2550,3750,3900,4400,5100,-99999997,1490,53,9,15,0,44,56,0,31835,1,1222,2910,2595,0.6,12.7,2.2,8.6,2.9,0.9,5.4,1.7,6.5,1.8,3.2,0.7,9,0.7,24,2.9,3,1,13.9,3023,2605,418
"GM0613","Albrandswaard",-99999999,-99999999,963,4,24190,12050,12140,19,10,28,29,13,44,45,6,4,1109,9465,23,33,44,2.5,8,10,1,1,4,1,3,9775,64,36,288,65,35,27,7,0,1850,1100,1600,2000,2350,3200,3000,0,3600,2450,3500,3750,4200,4950,-99999997,170,19,26,40,0,62,25,12,11015,1.2,505,1060,880,0.7,5.5,6.3,13.2,1.5,0.9,6.1,3.8,3.2,3.9,1.7,0.9,3.7,0.8,10.4,4.2,7.2,2.1,8.7,2375,2180,194
"GM0614","Westvoorne",-99999999,-99999999,535,4,14055,7000,7060,16,10,21,33,20,37,50,6,7,264,6085,29,36,35,2.3,7,3,0,1,0,0,2,6280,89,11,358,67,33,21,11,1,2350,1250,1800,2000,2450,3300,2200,0,3850,2100,3550,3550,4100,4800,-99999997,60,10,12,120,-3,64,31,5,7660,1.3,144,955,670,1,3.2,20.1,0.5,1.4,3,0.5,5.9,1,6.3,0.2,1.1,1.9,0.8,9,3.2,9.6,0.5,17.6,9752,5330,4422
"GM0617","Strijen",-99999999,-99999999,580,4,8915,4460,4455,17,11,25,32,15,40,48,6,6,174,3720,26,34,40,2.4,5,2,0,0,0,0,1,3825,96,4,256,63,37,29,8,0,2100,1100,1700,2000,2200,2800,3350,0,3650,1900,3300,3500,3850,4500,-99999997,50,14,-99999997,90,2,64,26,10,4355,1.2,85,750,445,1.3,2.5,12.2,4.5,2.2,6.1,0,9.5,0,13.3,0,1.3,1.7,1,5.1,1.8,22.3,0,13.3,5772,5113,659
"GM0620","Vianen",-99999999,-99999999,835,4,19645,9670,9975,19,12,26,29,15,43,46,6,5,498,7950,26,33,41,2.4,6,8,3,0,2,1,2,7975,91,9,242,61,38,33,6,0,2000,1350,1800,2050,2500,3250,-99999997,0,3550,2300,3500,3550,4200,4750,-99999997,180,26,9,90,-1,19,79,2,15405,1.9,391,2430,950,1.8,1.7,7.1,5.7,1.3,1.6,1.6,2.2,1.7,2.2,1,1.3,3.1,1.1,9.1,2.3,7.6,1,10.4,4237,3943,293
"GM0622","Vlaardingen",-99999999,-99999999,2827,1,70535,34400,36135,16,12,26,28,19,43,42,8,7,2981,33245,39,30,32,2.1,8,17,2,2,2,6,5,34270,94,6,180,43,56,49,7,1,1650,1500,1750,2200,2800,4050,2050,0,2850,2350,3400,3700,4200,4800,4100,1460,50,7,10,-99999997,-99999997,-99999997,-99999997,28315,0.9,1197,2775,1930,0.5,15.5,3.9,14.4,1.5,0.6,9.8,1.1,6.2,1.7,4.2,0.6,11,0.5,35.3,2,10.4,0.6,2,2671,2366,305
"GM0623","Vlist",-99999999,-99999999,410,5,9755,4880,4875,19,13,23,29,16,43,48,4,5,181,3830,27,34,40,2.5,4,2,0,0,0,0,2,3800,92,8,322,63,36,28,8,1,2250,950,1700,2050,2450,3300,-99999997,0,3600,2050,3150,3250,3850,4650,3500,40,11,-99999997,180,0,7,90,3,4375,1.1,81,1220,530,1.1,1.1,7.1,3,0.8,2.9,0.8,5.5,0.7,5.6,0.7,1.1,1.5,0.8,4.4,5.5,6.8,1.9,6.1,5652,5390,263
"GM0626","Voorschoten",-99999999,-99999999,1599,2,23460,11245,12215,18,10,22,30,19,43,45,6,6,2100,10015,31,32,37,2.3,13,7,1,1,1,1,4,10475,90,10,314,59,40,21,19,0,1950,1350,1900,2400,3200,3950,2650,0,3300,2250,3500,3750,4250,5250,-99999997,170,20,22,25,4,33,67,0,10440,1,934,720,785,0.6,11.6,5.7,12.9,1.3,0.6,8.9,2.4,5.1,2.6,3.6,0.8,7.2,0.6,23.7,2,5.2,3,1.5,1159,1117,42
"GM0627","Waddinxveen",-99999999,-99999999,1314,3,25400,12615,12785,18,13,24,29,16,42,48,5,5,911,10385,28,33,39,2.4,6,7,2,0,1,1,2,10315,98,2,241,57,43,33,9,0,1850,1400,1700,2050,2600,3300,-99999997,0,3350,2400,3500,3750,4150,4600,-99999997,160,18,29,80,-6,72,28,0,11815,1.1,424,2005,1175,0.7,5.5,6.7,7,0.7,0.9,4.2,1.5,1.8,1.5,1.9,0.6,6.8,0.6,20.5,1.4,7.2,2.1,1.2,2939,2789,149
"GM0629","Wassenaar",-99999999,-99999999,1413,3,25815,12320,13495,18,10,19,31,23,40,46,7,7,507,11435,35,31,34,2.2,21,8,0,1,1,0,6,12055,94,6,572,51,48,27,22,0,2650,1450,2100,2600,4050,5200,2450,0,3550,2250,3350,3600,4750,5450,2800,220,22,4,40,-7,37,63,0,13160,1.2,258,1015,625,0.9,6,6.4,11.5,1,1.3,4.8,1.8,2.6,1.9,2.2,1.4,3.2,0.9,18.3,2,7.3,3.8,3.9,6250,5096,1154
"GM0632","Woerden",-99999999,-99999999,1195,3,49335,24380,24950,20,12,27,28,14,46,44,6,5,552,19975,29,31,40,2.4,6,6,2,0,1,0,2,19750,88,12,278,66,33,25,8,1,1950,1150,1750,2150,2550,3350,2550,0,3450,2200,3450,3700,4200,5000,3050,330,19,15,275,1,12,85,3,22150,1.1,248,3690,1935,0.9,2.9,3.5,5.2,1.6,1.2,5.2,2.6,1.6,2.5,1.6,0.8,4.4,0.9,18.4,2.4,3.7,1,2.9,9289,8943,346
"GM0637","Zoetermeer",-99999999,-99999999,2460,2,121530,59545,61990,18,13,26,30,13,46,41,9,4,3517,52695,32,29,39,2.3,11,17,2,2,7,1,6,52680,84,16,213,51,49,38,11,0,1500,1200,1500,1850,2300,2750,2100,5,3400,2550,3850,4000,4700,5050,3400,2160,47,16,30,0,9,84,6,52525,1,1520,3770,3725,0.8,8.1,3.1,16.9,2.1,0.7,13.7,1.8,4.7,2,3.6,0.7,8.5,0.7,33.7,2.4,2.7,1,3.5,3706,3456,250
"GM0638","Zoeterwoude",-99999999,-99999999,639,4,8120,4030,4085,17,13,23,32,16,45,45,5,5,383,3080,25,33,42,2.5,6,4,0,0,1,1,2,3155,94,6,319,70,30,21,9,1,1900,1050,1750,2100,2400,3050,-99999997,0,3650,2500,3650,3800,3950,4550,-99999997,30,10,-99999997,65,2,12,88,0,3675,1.2,173,790,395,0.7,2.7,5.5,9.6,1,1.1,2.9,3.6,3.7,3.7,3.1,0.6,3.2,0.6,6.2,3.4,4.9,3.7,3.9,2191,2121,70
"GM0642","Zwijndrecht",-99999999,-99999999,1982,2,44405,21615,22785,16,12,25,28,19,41,46,7,6,2180,19735,33,33,35,2.2,7,11,2,1,1,3,4,20170,93,7,221,53,47,39,8,0,1800,1400,1800,2100,2650,3550,1100,0,3200,2350,3500,3650,4350,4950,2800,650,38,8,30,0,60,33,7,19555,1,960,2100,1295,0.7,10.9,2.5,12.3,1.7,0.8,7.5,1.2,4.1,1.4,2.5,0.6,8.9,0.5,22.4,1.8,8.4,1,2.2,2277,2037,240
"GM0643","Nederlek",-99999999,-99999999,853,4,14085,6935,7150,17,12,24,30,17,40,49,5,6,505,5905,28,34,38,2.4,5,2,0,0,0,0,1,5925,96,4,258,61,39,28,11,0,2050,1350,1650,2050,2400,3150,-99999997,0,3450,2250,3250,3400,3950,4400,-99999997,110,20,13,55,-4,5,95,0,6320,1.1,227,1185,665,0.8,2,10.1,14.2,1.1,0.8,1,2.4,2.1,2.5,1.9,0.7,1.6,0.8,4.9,3,7.7,1,11.6,3144,2787,357
"GM0644","Ouderkerk",-99999999,-99999999,588,4,8150,4065,4085,20,13,24,27,16,42,49,4,5,302,3125,25,33,43,2.6,3,3,0,0,0,0,2,3190,90,10,272,67,32,25,8,0,2150,1600,1850,2100,2450,2950,-99999997,0,3550,2100,3350,3550,3900,4450,-99999997,30,10,-99999997,65,-7,2,97,2,3645,1.2,135,730,385,1.1,1.8,8.3,10.7,1.8,1.5,1.3,4.9,1.1,5.1,0.7,1.1,2.4,1.2,3.6,4.2,8.5,0.9,8.9,2853,2703,151
"GM0653","Gaasterlân-Sleat",-99999999,-99999999,253,5,10305,5220,5085,18,11,22,28,20,43,46,4,7,108,4265,29,35,36,2.4,4,1,0,0,0,0,1,4445,92,8,232,69,31,24,7,0,2350,1250,1900,2000,2150,2750,3150,0,3250,1600,2700,2650,3150,3750,5150,70,18,38,180,-2,6,93,1,4890,1.1,51,1030,575,2.5,1,23.3,0.1,2.1,3.8,0.4,3.9,0.5,13.9,0,1.5,1.7,1.3,3.3,12.9,22.2,0,14.1,20929,9526,11403
"GM0654","Borsele",-99999999,-99999999,286,5,22620,11465,11155,20,12,24,29,16,42,47,6,5,160,9160,27,34,38,2.4,5,2,0,0,0,0,1,9395,91,9,229,69,31,22,9,0,2000,1000,1550,1800,1950,2450,-99999997,0,3400,1950,2850,3050,3550,4000,-99999997,150,17,27,355,0,74,13,13,11590,1.3,82,2365,1365,1,1.3,9,1.2,1.6,3.4,0.5,9.2,0.2,9.4,0.2,1.2,0.9,2,2,6.2,9.2,0.5,8.8,19442,14180,5262
"GM0664","Goes",-99999999,-99999999,1219,3,36605,17815,18790,16,11,25,29,19,42,44,7,7,395,16410,36,32,32,2.2,7,6,1,0,1,0,3,16615,91,9,227,55,44,32,13,0,1750,1200,1550,1800,2000,2550,1700,0,3100,2050,2900,3050,3500,4350,-99999997,530,35,6,120,3,74,16,10,17635,1.1,190,2805,1460,1,4.9,3.8,1.2,1.4,1,7,1.9,5.3,1.9,3.5,1.1,5.9,1,28.6,6.6,3.7,1,2.4,10209,9279,930
"GM0668","West Maas en Waal",-99999999,-99999999,340,5,18415,9185,9230,18,11,24,31,16,42,48,5,6,238,7325,24,35,41,2.5,4,1,0,0,0,0,1,7210,93,7,298,69,30,22,8,1,2500,1200,1700,1900,2350,3100,2200,0,4050,2400,3100,3300,4150,4750,3350,110,14,14,240,-3,30,68,3,9300,1.3,120,1800,985,1.2,1.7,12.4,2,1.2,2.1,0.8,8.8,0.1,8.9,0.1,1.1,2,1.4,2.9,4.4,11.4,0.2,11.7,8515,7740,776
"GM0677","Hulst",-99999999,-99999999,465,5,27860,13875,13985,16,9,24,31,19,39,48,7,6,138,12230,30,36,34,2.2,21,2,0,0,0,0,1,12795,91,9,192,73,27,20,7,0,2100,900,1650,1850,2100,2550,2900,0,3250,2250,2700,2850,3300,3750,-99999997,220,20,19,320,-2,71,21,8,14320,1.2,71,1750,1145,2,1.5,16.7,0.9,1.8,1.1,3.6,5.1,0.6,4.9,0.6,1.9,3.8,1.4,12.7,5.3,20,0,47,25109,20141,4968
"GM0678","Kapelle",-99999999,-99999999,551,4,12400,6160,6240,20,11,25,28,15,41,50,5,5,334,4840,24,34,42,2.5,5,2,0,0,0,0,1,4890,85,15,249,73,27,15,11,0,2000,1250,1650,1900,1950,2500,-99999997,0,3450,2050,3050,3250,3450,4100,-99999997,50,11,-6,95,-4,82,10,9,6085,1.3,164,940,640,0.8,1.7,6.7,1,0.9,0.8,2.4,6.5,0.5,6.6,0.3,0.7,2.4,1,2,2.3,8.7,0.7,2.5,4966,3712,1254
"GM0683","Wymbritseradiel",-99999999,-99999999,213,5,16140,8300,7840,21,11,24,30,15,44,47,5,4,117,6470,27,34,40,2.5,3,1,0,0,0,0,1,6540,90,10,242,72,28,21,7,0,2350,1850,1900,2100,2200,2650,-99999997,0,3300,2650,2700,2750,3200,3850,-99999997,120,19,22,255,-1,3,96,1,7590,1.2,55,1500,755,2.3,0.7,7.8,1.1,2.5,3.4,0.5,6.5,1,7,0.7,1.7,0.8,1.6,2.2,6.8,7.3,0.7,5.7,16274,13805,2469
"GM0687","Middelburg",-99999999,-99999999,1702,2,47995,23430,24565,17,12,25,28,17,44,43,7,5,988,22080,38,31,31,2.1,9,8,1,1,1,2,4,21855,87,13,178,58,42,30,11,0,1700,1150,1700,1900,2000,2600,2200,0,2850,2000,2900,3000,3500,4050,2600,950,47,33,95,2,66,27,7,20085,0.9,413,2585,1800,0.8,9.5,8.3,1,1.1,0.9,6.1,1.7,2.9,2.7,1.9,0.8,7.7,0.8,35.8,4.6,2.3,1.9,1.7,5305,4859,446
"GM0689","Giessenlanden",-99999999,-99999999,279,5,14450,7350,7100,19,12,25,29,15,41,50,4,5,227,5575,23,35,42,2.6,4,1,0,0,0,0,1,5575,91,9,323,69,30,22,8,0,2300,1100,1750,2000,2450,3150,2900,0,3800,2200,3250,3550,4000,4750,4300,50,10,-99999997,160,0,5,94,1,6980,1.3,110,1430,710,1.3,1.4,6.3,2.1,2.5,2.1,1.1,5.2,1.8,5.7,0.9,1.6,1,0.9,2.1,5.9,7.6,0.8,4.1,6512,6357,155
"GM0693","Graafstroom",-99999999,-99999999,165,5,9805,5035,4770,23,14,23,26,13,45,48,3,4,146,3335,21,30,49,2.9,2,1,0,0,0,0,1,3440,90,10,329,68,31,23,8,1,2350,2500,1800,2000,2450,3150,2850,0,3700,1950,3150,3350,3950,4550,3650,20,5,-99999997,185,-1,4,95,1,4435,1.3,66,1280,405,1.5,1,8.7,5.6,2.2,1.8,0.8,3.8,1,7.6,0.4,2.2,0.8,2,1,6.4,9.6,0.5,7.5,6932,6693,240
"GM0694","Liesveld",-99999999,-99999999,347,5,9740,4915,4825,21,13,25,27,13,44,48,4,5,238,3585,24,31,45,2.7,3,2,0,0,0,0,1,3635,91,9,279,62,37,32,5,1,2150,1600,1700,1950,2400,3000,3600,0,3600,1950,3250,3450,3800,4500,6300,30,10,-99999997,120,4,6,92,3,5170,1.4,126,1645,480,1,1.1,14.6,4.6,1.7,0.9,1.1,6.1,1,6.3,0.7,0.9,1.3,0.9,3.9,6,14.4,0.2,13.4,4444,4098,346
"GM0703","Reimerswaal",-99999999,-99999999,442,5,21475,10740,10735,22,13,26,24,15,44,46,4,5,211,8255,28,31,41,2.6,6,3,0,0,0,1,2,8430,91,9,203,65,35,25,9,0,1950,1050,1550,1800,2000,2550,2000,0,3250,2100,2750,3000,3400,4050,-99999997,160,21,16,185,3,75,16,9,9965,1.2,98,2070,1010,1,1.2,14.6,1.1,1.1,1,1.3,6,0.5,14.7,0,0.7,1.2,1.9,5.3,6.1,16.5,0,3,24308,10193,14115
"GM0707","Zederik",-99999999,-99999999,256,5,13395,6625,6770,20,13,24,28,15,43,49,3,5,182,4915,23,33,44,2.7,3,1,0,0,0,0,1,4900,96,4,289,66,33,25,8,2,2200,1150,1700,1900,2350,2950,2950,0,3750,2000,3250,3400,3950,4450,4450,70,13,-99999997,235,1,18,79,3,6210,1.3,84,1810,575,1.3,0.9,12.5,2.7,4.2,5.1,0.2,8.1,0.1,8.1,0.1,1.6,0.9,1,2.3,8,13,0.1,8.5,7649,7371,279
"GM0710","Wûnseradiel",-99999999,-99999999,209,5,11830,6055,5775,20,11,24,30,14,45,45,6,5,75,4860,28,33,38,2.4,4,1,0,0,0,0,1,4990,91,9,205,71,28,19,10,1,2300,1450,1900,2100,2150,2600,1800,0,3250,1900,2650,2700,3150,3700,4000,100,20,36,315,-2,10,88,1,5685,1.2,36,1235,705,2.7,0.9,17.8,0.9,3.4,4.9,0.2,7.7,0.2,7.8,0.2,2.3,1,2.3,3,7.5,19,0,9.8,31768,15850,15918
"GM0715","Terneuzen",-99999999,-99999999,768,4,54880,27290,27590,16,10,24,30,20,39,47,8,7,219,24635,33,35,32,2.2,16,6,0,1,0,2,2,25990,92,8,162,68,32,21,11,0,1900,1300,1650,1850,2000,2400,-99999997,0,3050,2350,2800,2900,3300,3700,-99999997,770,35,4,395,1,75,18,7,27515,1.1,110,4030,2295,1.2,2.4,6.1,1,2,0.9,3.8,5.5,0.9,5.5,0.9,0.9,3.2,1.2,12.6,5.9,7.5,0.6,33.5,31778,25115,6663
"GM0716","Tholen",-99999999,-99999999,421,5,25410,12760,12650,21,12,25,26,15,42,48,5,5,173,9990,27,33,40,2.5,4,3,1,0,0,0,1,10195,88,12,202,69,31,25,6,0,1950,1150,1650,1850,2000,2550,3850,0,3450,2200,3050,3200,3850,4400,-99999997,230,24,33,285,-2,74,12,14,11715,1.2,80,2020,1070,0.9,1.2,18,0.6,1,2,1.7,8,0.7,15,0,0.9,1.5,1.6,2.5,15.3,15.9,0.3,16.4,25441,14726,10715
"GM0717","Veere",-99999999,-99999999,265,5,21915,11000,10915,17,10,21,31,20,39,51,5,6,165,9060,28,38,35,2.4,6,2,0,0,0,0,1,10215,92,8,280,75,24,12,12,1,2100,1150,1700,1950,1950,2600,-99999997,0,3300,2250,2900,3050,3400,3750,-99999997,120,14,44,350,1,63,27,10,10805,1.2,81,1815,1040,0.8,1.6,11.6,1,1.3,2.4,0.9,8.4,0.5,8.5,0.4,1.2,1.6,1.1,9,6.2,8.8,0.9,9.6,20709,13305,7404
"GM0718","Vlissingen",-99999999,-99999999,1770,2,44645,22320,22325,15,12,26,29,19,43,42,9,6,1307,21615,40,31,28,2,13,10,2,2,2,1,4,21745,92,8,170,54,44,32,12,2,1650,1250,1600,1800,2000,2450,4050,0,2800,2100,2950,3050,3450,4000,-99999997,1260,63,29,40,-7,60,35,5,19355,0.9,567,1860,1890,0.7,7.8,2.4,1,1.2,0.9,5.1,1.7,2.6,2.4,1.4,0.7,7.1,0.9,21.5,4.1,2.5,2,2.5,34498,3415,31083
"GM0733","Lingewaal",-99999999,-99999999,287,5,10900,5455,5445,19,12,25,30,14,42,49,5,5,216,4180,21,35,44,2.6,4,3,1,0,0,0,1,4240,90,10,304,63,36,29,7,0,2250,1450,1750,2050,2200,3000,1500,0,3900,2450,3300,3400,4200,4850,3350,60,16,13,110,-2,23,74,3,5240,1.3,104,1045,505,1.1,1.8,11.6,1.1,1.2,3.5,0.6,5.6,0.9,5.3,1,0.9,2.4,1.9,6.1,5.9,10.3,0.3,5.5,5459,5044,415
"GM0736","De Ronde Venen",-99999999,-99999999,837,4,34400,17140,17260,18,12,25,30,15,44,45,6,5,487,14060,28,32,41,2.4,7,5,2,0,1,1,2,13190,94,6,318,59,41,28,13,0,2050,1200,1750,2050,2700,3450,2950,0,3850,2500,3800,3900,4300,5000,-99999997,210,16,13,210,-1,22,76,1,16670,1.2,236,2875,1500,1,4.8,12.9,4.6,1.6,1.2,2.8,2.1,1.3,2.1,1.3,1.2,3.4,1,10.7,3.1,15.5,0,10.6,8480,7060,1420
"GM0737","Tytsjerksteradiel",-99999999,-99999999,416,5,32235,16115,16125,19,11,24,29,18,42,47,5,6,216,13375,29,34,37,2.4,3,3,0,0,0,0,2,13190,90,10,223,71,29,22,8,0,2300,1250,1950,2150,2200,2800,2750,0,3150,1850,2650,2750,3350,3650,3350,340,26,26,315,2,7,92,1,15280,1.1,102,2670,1470,1.4,2.1,13.3,2.4,1,1.9,1,4.8,0.9,4.9,0.9,1.3,2.4,1.2,3.4,5,12.8,0.3,5.2,16142,14948,1194
"GM0738","Aalburg",-99999999,-99999999,342,5,12615,6310,6300,21,13,27,25,13,43,49,3,5,250,4540,21,32,47,2.8,3,1,0,0,0,0,1,4485,87,13,297,69,31,20,11,0,2450,1100,1950,2100,2500,3150,3550,0,4150,2400,3550,3600,4300,4950,5000,50,12,-99999997,125,-2,34,57,9,6240,1.4,124,1510,470,1.2,1.2,11.7,3.1,1.5,1.8,0.7,3.1,0.9,3.1,0.7,1,2.4,1.6,1.6,10.4,12.1,0.1,15.7,5313,5040,273
"GM0743","Asten",-99999999,-99999999,864,4,16335,8370,7965,19,12,24,30,16,43,47,5,5,233,6520,26,34,40,2.5,4,3,1,0,0,0,2,6520,86,14,320,70,30,22,8,0,2300,1150,1800,2050,2500,3250,1600,0,4000,2600,3450,3650,4300,5100,2750,130,21,11,255,-2,26,68,6,8150,1.3,116,1745,655,1.4,1.8,13.2,2.3,1.9,1.5,2.1,4.5,0.8,2.4,1,0.9,4.9,0.8,9.2,9.3,12.5,0,8.1,7138,7025,113
"GM0744","Baarle-Nassau",-99999999,-99999999,291,5,6705,3435,3265,14,11,22,32,21,39,48,7,7,88,2925,31,36,33,2.2,24,1,0,0,0,0,1,2530,92,8,297,72,28,13,15,1,2650,1400,2000,2200,2650,3300,3300,0,3950,2500,3400,3500,3800,4700,-99999997,50,16,-14,215,-3,19,75,6,3695,1.3,48,730,280,2.4,0.7,18.6,1.9,1.7,2.5,0.6,2.6,0.8,2.6,0.8,2.3,2.1,1.2,6.8,15.3,18.1,0,19.1,7630,7627,3
